,Skills_count,3ds Max,Accounting,Adobe After Effects,Adobe Creative Suite,Adobe Illustrator,Adobe Photoshop,Adobe Photoshop Lightroom CC,Adobe Premiere Pro,Android,AutoCAD,Blogging,Bootstrap,CSS,Client Relationship,Copywriting,CorelDRAW,Creative Writing,Digital Marketing,Email Marketing,English Proficiency (Spoken),English Proficiency (Written),Facebook Marketing,Flutter,Google AdWords,Google Analytics,HTML,Hindi Proficiency (Spoken),Informal dress code,Instagram Marketing,Java,JavaScript,Kannada Proficiency (Spoken),Linux,MS-Excel,MS-Office,MS-PowerPoint,MS-Word,Node.js,PHP,Photography,Python,ReactJS,SQL,Salesforce,Search Engine Marketing (SEM),Search Engine Optimization (SEO),Social Media Marketing,Tally,Video Editing,Video Making,WordPress,iOS,Date,month,year,time,stipend_min,stipend_max,stipend_avg,stipend_type,stipend_unpaid,stipend_perf,stipend_incentives,duration_months,Offer_encoded,StartDate_encoded,Location_encoded,Company_encoded,Perk_Letter of recommendation,Perk_Certificate,Perk_5 days a week,Perk_Free snacks & beverages,Perk_Job offer,Perk_Flexible work hours,Profile_encoded
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:04,8000,10000,9000.0,month,0,0,0,1.0,0,0,2,48,0,1,0,0,0,1,52
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:05,2000,2000,2000.0,month,0,0,1,4.0,0,0,6,116,1,1,0,0,0,1,126
70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:06,7000,10000,8500.0,month,0,0,0,2.0,1,0,2,223,1,1,0,0,1,0,38
71,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:07,6000,7000,6500.0,month,0,0,0,2.0,1,0,2,352,1,1,1,0,1,1,70
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:08,25000,25000,25000.0,month,0,0,0,6.0,0,0,2,91,0,0,0,0,0,0,36
73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,11,2020,13:54:09,8000,12000,10000.0,month,0,0,0,3.0,0,0,2,365,1,1,0,0,0,0,18
74,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:10,10000,10000,10000.0,month,0,0,0,2.0,1,0,2,0,1,1,0,0,1,0,75
75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:11,8000,13000,10500.0,month,0,0,0,2.0,1,0,2,34,1,1,1,1,1,1,106
76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:11,7000,7000,7000.0,month,0,0,1,2.0,0,0,2,355,1,1,1,0,0,0,89
77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:14,5000,5000,5000.0,month,0,0,0,3.0,0,0,2,30,1,1,0,0,0,0,13
78,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,11,2020,13:54:15,5000,5000,5000.0,month,0,0,0,3.0,0,0,2,367,1,1,1,0,0,1,48
79,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,11,2020,13:54:15,10000,10000,10000.0,month,0,0,0,6.0,0,0,2,290,0,1,0,0,0,0,60
80,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,11,2020,13:54:18,5000,5000,5000.0,month,0,0,0,3.0,0,0,2,367,1,1,1,0,0,1,48
81,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,11,2020,13:54:19,10000,10000,10000.0,month,0,0,0,6.0,0,0,2,290,0,1,0,0,0,0,60
82,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,11,2020,13:54:22,2000,2000,2000.0,month,0,0,0,1.0,0,0,6,343,0,1,0,0,0,1,89
83,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:23,5000,5000,5000.0,month,0,0,0,6.0,1,0,2,80,1,1,1,1,1,1,18
84,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:23,3000,5000,4000.0,month,0,0,0,2.0,1,0,2,10,1,1,0,0,1,1,18
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:24,10000,15000,12500.0,month,0,0,0,6.0,0,0,2,36,0,1,0,0,0,1,37
86,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:25,9500,9500,9500.0,month,0,0,0,3.0,1,0,2,321,1,1,1,0,1,0,18
87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:26,12000,12000,12000.0,month,0,0,0,6.0,0,0,2,51,1,0,0,0,0,0,99
88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:26,5000,5000,5000.0,month,0,0,0,6.0,0,0,2,120,0,1,1,0,0,0,140
89,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,11,2020,13:54:27,12000,12000,12000.0,month,0,0,1,2.0,1,0,2,111,1,1,0,0,1,0,18
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:28,17500,17500,17500.0,month,0,0,0,6.0,0,0,2,20,0,0,1,0,0,0,29
91,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:29,3000,3000,3000.0,month,0,0,0,2.0,0,0,2,153,1,1,0,0,0,1,18
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:30,5000,10000,7500.0,month,0,0,0,2.0,0,0,2,148,0,1,1,1,0,1,89
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:31,5000,7000,6000.0,month,0,0,0,2.0,0,0,2,142,1,1,1,0,0,1,36
94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:31,4000,4000,4000.0,month,0,0,0,2.0,0,0,2,363,1,1,0,0,0,0,70
95,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,11,2020,13:54:32,0,0,0.0,none,0,1,0,2.0,0,0,1,57,1,1,0,0,0,1,20
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:33,15000,20000,17500.0,month,0,0,0,6.0,0,0,2,276,0,1,0,0,0,0,18
97,5,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:34,15000,20000,17500.0,month,0,0,0,3.0,0,0,2,244,0,0,0,0,0,0,70
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:34,8000,8000,8000.0,month,0,0,0,3.0,1,0,2,140,1,1,0,0,1,1,99
99,4,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:35,7500,7500,7500.0,month,0,0,0,6.0,1,0,2,147,1,1,0,0,1,0,70
100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:36,10000,10000,10000.0,month,0,0,0,6.0,0,0,2,18,1,1,1,1,0,1,36
101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:37,20000,20000,20000.0,month,0,0,0,3.0,0,0,2,73,0,1,1,1,0,1,18
102,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,11,2020,13:54:38,3000,3000,3000.0,month,0,0,0,2.0,0,0,2,153,1,1,0,0,0,1,126
103,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:38,10000,14000,12000.0,month,0,0,0,6.0,1,0,2,266,1,1,0,0,1,0,151
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:39,8000,8000,8000.0,month,0,0,0,3.0,1,0,2,366,0,1,0,0,1,0,18
105,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,11,2020,13:54:40,3000,3000,3000.0,month,0,0,0,2.0,0,0,2,153,1,1,0,0,0,1,36
106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:41,10000,15000,12500.0,month,0,0,0,3.0,1,0,2,109,1,1,1,0,1,1,36
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:42,18000,20000,19000.0,month,0,0,0,3.0,0,0,2,104,0,0,0,0,0,0,141
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:43,5000,10000,7500.0,month,0,0,0,3.0,0,0,2,365,0,0,0,0,0,0,89
109,5,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:43,3000,3000,3000.0,month,0,0,0,2.0,0,0,2,153,1,1,0,0,0,1,70
110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:44,7000,10000,8500.0,month,0,0,0,3.0,0,0,2,365,0,1,0,0,0,0,72
111,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,11,2020,13:54:45,10000,15000,12500.0,month,0,0,0,4.0,0,0,2,119,0,1,0,0,0,1,36
112,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:46,10000,10000,10000.0,month,0,0,0,6.0,0,0,2,25,1,1,0,0,0,1,18
113,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:47,15000,15000,15000.0,month,0,0,0,6.0,0,0,2,102,0,1,1,0,0,0,127
114,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:48,7000,12000,9500.0,month,0,0,0,4.0,0,0,2,139,1,1,1,1,0,0,99
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:49,10000,10000,10000.0,month,0,0,0,3.0,1,0,4,293,0,1,0,0,1,0,18
116,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:49,6000,12000,9000.0,month,0,0,0,2.0,0,0,2,333,1,1,1,0,0,1,151
117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:50,15000,15000,15000.0,month,0,0,0,6.0,1,0,2,68,0,1,0,0,1,1,132
118,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:51,6000,6000,6000.0,month,0,0,0,2.0,0,0,2,333,1,1,1,0,0,1,70
119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:52,9000,9000,9000.0,month,0,0,0,6.0,0,0,2,118,1,1,0,0,0,1,18
120,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:55,10000,18000,14000.0,month,0,0,0,5.0,1,0,6,374,1,1,0,1,1,1,18
121,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,11,2020,13:54:55,5000,5000,5000.0,month,0,0,0,3.0,0,0,2,30,0,1,0,0,0,0,48
122,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:56,5000,5000,5000.0,month,0,0,0,3.0,0,0,2,2,1,1,0,0,0,0,9
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:57,6000,6000,6000.0,month,0,0,0,2.0,1,0,2,46,1,1,0,0,1,1,130
124,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,11,2020,13:54:58,5000,5000,5000.0,month,0,0,0,3.0,1,0,4,309,1,1,1,0,1,1,18
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:54:58,10000,20000,15000.0,month,0,0,0,6.0,0,0,2,36,0,1,0,0,0,0,18
126,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:55:00,12000,15000,13500.0,month,0,0,0,6.0,0,0,2,286,1,1,0,0,0,1,36
127,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:55:00,7500,15000,11250.0,month,0,0,0,3.0,0,0,2,376,1,1,0,1,0,0,96
128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:55:02,8000,8000,8000.0,month,0,0,1,2.0,0,0,6,222,0,0,0,0,0,1,18
129,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,11,2020,13:55:02,10000,15000,12500.0,month,0,0,0,3.0,0,0,2,285,1,1,1,0,0,0,48
130,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:55:03,10000,10000,10000.0,month,0,0,0,2.0,0,0,2,216,1,1,0,0,0,0,70
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:55:04,6000,10000,8000.0,month,0,0,0,3.0,1,0,2,332,1,1,0,0,1,1,18
132,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:55:05,3000,6000,4500.0,month,0,0,0,1.0,0,0,2,257,0,1,0,1,0,0,106
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:55:05,10000,10000,10000.0,month,0,0,0,6.0,1,0,2,230,1,1,0,0,1,0,36
134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:55:06,14000,14000,14000.0,month,0,0,0,3.0,1,0,2,81,0,0,1,0,1,0,48
135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:55:07,10000,10000,10000.0,month,0,0,1,6.0,1,0,2,302,1,1,0,0,1,0,36
136,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:55:08,15000,15000,15000.0,month,0,0,0,6.0,1,0,2,226,1,1,0,1,1,0,62
137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:55:08,5000,5000,5000.0,month,0,0,0,1.0,0,0,2,52,0,1,1,0,0,0,45
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:55:11,5000,10000,7500.0,month,0,0,0,6.0,0,0,6,101,1,1,0,0,0,1,8
139,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:55:12,15000,20000,17500.0,month,0,0,0,6.0,0,0,2,164,1,1,0,1,0,0,151
140,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:55:13,3000,5000,4000.0,month,0,0,0,3.0,0,0,2,208,1,1,0,0,0,1,89
141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2020,13:55:14,15000,15000,15000.0,month,0,0,0,6.0,1,0,2,296,1,1,1,0,1,1,18
